代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅(%)
510300.SH,华泰柏瑞沪深300ETF,2016/1/4,3.4506,3.4506,3.224,3.2304,-6.432
510300.SH,华泰柏瑞沪深300ETF,2016/1/5,3.1682,3.2697,3.1335,3.223,-0.2263
510300.SH,华泰柏瑞沪深300ETF,2016/1/6,3.2212,3.2824,3.2167,3.2733,1.5594
510300.SH,华泰柏瑞沪深300ETF,2016/1/7,3.234,3.234,3.1097,3.1838,-2.7359
510300.SH,华泰柏瑞沪深300ETF,2016/1/8,3.1847,3.1847,3.0065,3.1143,-2.1814
510300.SH,华泰柏瑞沪深300ETF,2016/1/11,3.0567,3.0951,2.9516,2.9544,-5.135
510300.SH,华泰柏瑞沪深300ETF,2016/1/12,2.9791,3.011,2.9434,2.9754,0.7114
510300.SH,华泰柏瑞沪深300ETF,2016/1/13,3.0001,3.0165,2.9151,2.9343,-1.3821
510300.SH,华泰柏瑞沪深300ETF,2016/1/14,2.8648,2.99,2.8584,2.9836,1.6817
510300.SH,华泰柏瑞沪深300ETF,2016/1/15,2.9654,2.9781,2.8749,2.8959,-2.9403
510300.SH,华泰柏瑞沪深300ETF,2016/1/18,2.8593,2.9306,2.8511,2.8977,0.0631
510300.SH,华泰柏瑞沪深300ETF,2016/1/19,2.8968,2.9928,2.8858,2.9809,2.8698
510300.SH,华泰柏瑞沪深300ETF,2016/1/20,2.9707,2.9855,2.9196,2.9419,-1.308
510300.SH,华泰柏瑞沪深300ETF,2016/1/21,2.9131,2.9697,2.8509,2.8574,-2.8716
510300.SH,华泰柏瑞沪深300ETF,2016/1/22,2.889,2.9057,2.8314,2.8853,0.9747
510300.SH,华泰柏瑞沪深300ETF,2016/1/25,2.9113,2.9205,2.8704,2.8964,0.3861
510300.SH,华泰柏瑞沪深300ETF,2016/1/26,2.8546,2.8806,2.72,2.733,-5.641
510300.SH,华泰柏瑞沪深300ETF,2016/1/27,2.7386,2.7664,2.6346,2.7033,-1.087
510300.SH,华泰柏瑞沪深300ETF,2016/1/28,2.6912,2.7228,2.6318,2.6448,-2.1635
510300.SH,华泰柏瑞沪深300ETF,2016/1/29,2.6458,2.7488,2.642,2.72,2.8431
510300.SH,华泰柏瑞沪深300ETF,2016/2/1,2.7182,2.7274,2.655,2.6903,-1.0922
510300.SH,华泰柏瑞沪深300ETF,2016/2/2,2.6847,2.7534,2.6847,2.7479,2.1394
510300.SH,华泰柏瑞沪深300ETF,2016/2/3,2.72,2.7404,2.694,2.7349,-0.473
510300.SH,华泰柏瑞沪深300ETF,2016/2/4,2.7432,2.7794,2.7404,2.7711,1.3238
510300.SH,华泰柏瑞沪深300ETF,2016/2/5,2.7692,2.7692,2.7367,2.7386,-1.1725
510300.SH,华泰柏瑞沪深300ETF,2016/2/15,2.6912,2.7423,2.6782,2.7284,-0.3729
510300.SH,华泰柏瑞沪深300ETF,2016/2/16,2.7395,2.8147,2.7386,2.8054,2.8241
510300.SH,华泰柏瑞沪深300ETF,2016/2/17,2.8064,2.8388,2.7989,2.8342,1.0258
510300.SH,华泰柏瑞沪深300ETF,2016/2/18,2.8546,2.8686,2.824,2.8305,-0.131
510300.SH,华泰柏瑞沪深300ETF,2016/2/19,2.8286,2.8463,2.8082,2.8231,-0.2624
510300.SH,华泰柏瑞沪深300ETF,2016/2/22,2.8667,2.8927,2.8426,2.8816,2.0717
510300.SH,华泰柏瑞沪深300ETF,2016/2/23,2.8797,2.8834,2.8333,2.8593,-0.7732
510300.SH,华泰柏瑞沪深300ETF,2016/2/24,2.8518,2.8843,2.8249,2.8806,0.7468
510300.SH,华泰柏瑞沪深300ETF,2016/2/25,2.876,2.876,2.6782,2.6968,-6.3809
510300.SH,华泰柏瑞沪深300ETF,2016/2/26,2.7163,2.7432,2.6912,2.7228,0.9639
510300.SH,华泰柏瑞沪深300ETF,2016/2/29,2.7117,2.7191,2.6096,2.6588,-2.3525
510300.SH,华泰柏瑞沪深300ETF,2016/3/1,2.6653,2.7293,2.6086,2.7089,1.8855
510300.SH,华泰柏瑞沪深300ETF,2016/3/2,2.7117,2.837,2.7117,2.8305,4.4894
510300.SH,华泰柏瑞沪深300ETF,2016/3/3,2.8296,2.8648,2.8156,2.824,-0.2296
510300.SH,华泰柏瑞沪深300ETF,2016/3/4,2.8221,2.8732,2.8045,2.8583,1.2163
510300.SH,华泰柏瑞沪深300ETF,2016/3/7,2.8704,2.9503,2.85,2.8806,0.7795
510300.SH,华泰柏瑞沪深300ETF,2016/3/8,2.8648,2.8741,2.7841,2.8704,-0.3545
510300.SH,华泰柏瑞沪深300ETF,2016/3/9,2.8249,2.8342,2.7906,2.8277,-1.4877
510300.SH,华泰柏瑞沪深300ETF,2016/3/10,2.824,2.85,2.7859,2.7896,-1.346
510300.SH,华泰柏瑞沪深300ETF,2016/3/11,2.7664,2.8017,2.7469,2.7841,-0.1997
510300.SH,华泰柏瑞沪深300ETF,2016/3/14,2.8101,2.8825,2.8101,2.8444,2.1674
510300.SH,华泰柏瑞沪深300ETF,2016/3/15,2.8388,2.8453,2.8017,2.8351,-0.3264
510300.SH,华泰柏瑞沪深300ETF,2016/3/16,2.8231,2.8769,2.8231,2.8537,0.6549
510300.SH,华泰柏瑞沪深300ETF,2016/3/17,2.8574,2.9243,2.8435,2.9001,1.6265
510300.SH,华泰柏瑞沪深300ETF,2016/3/18,2.901,2.9688,2.9001,2.941,1.4085
510300.SH,华泰柏瑞沪深300ETF,2016/3/21,2.9623,3.0282,2.9623,3.006,2.2096
510300.SH,华泰柏瑞沪深300ETF,2016/3/22,2.9874,3.0078,2.9809,2.9855,-0.6794
510300.SH,华泰柏瑞沪深300ETF,2016/3/23,2.9827,3.006,2.9614,2.9911,0.1866
510300.SH,华泰柏瑞沪深300ETF,2016/3/24,2.9716,2.9818,2.9428,2.9447,-1.5518
510300.SH,华泰柏瑞沪深300ETF,2016/3/25,2.9465,2.9707,2.9382,2.9567,0.4098
510300.SH,华泰柏瑞沪深300ETF,2016/3/28,2.9679,2.9957,2.9243,2.9289,-0.9419
510300.SH,华泰柏瑞沪深300ETF,2016/3/29,2.9317,2.941,2.8881,2.9048,-0.8241
510300.SH,华泰柏瑞沪深300ETF,2016/3/30,2.9233,2.9874,2.9233,2.9846,2.7485
510300.SH,华泰柏瑞沪深300ETF,2016/3/31,2.9939,3.0004,2.9651,2.979,-0.1866
510300.SH,华泰柏瑞沪深300ETF,2016/4/1,2.9707,2.9892,2.927,2.9883,0.3116
510300.SH,华泰柏瑞沪深300ETF,2016/4/5,2.9744,3.0347,2.967,3.0171,0.963
510300.SH,华泰柏瑞沪深300ETF,2016/4/6,3.005,3.0227,3.0004,3.0115,-0.1846
510300.SH,华泰柏瑞沪深300ETF,2016/4/7,3.0199,3.0301,2.967,2.9744,-1.233
510300.SH,华泰柏瑞沪深300ETF,2016/4/8,2.9521,2.9744,2.9243,2.9493,-0.8427
510300.SH,华泰柏瑞沪深300ETF,2016/4/11,2.9735,3.0152,2.9735,2.9818,1.1017
510300.SH,华泰柏瑞沪深300ETF,2016/4/12,2.9827,2.9883,2.9595,2.9781,-0.1245
510300.SH,华泰柏瑞沪深300ETF,2016/4/13,2.9948,3.0542,2.9948,3.0162,1.2781
510300.SH,华泰柏瑞沪深300ETF,2016/4/14,3.0282,3.0403,3.0087,3.0273,0.3693
510300.SH,华泰柏瑞沪深300ETF,2016/4/15,3.0338,3.0394,3.0171,3.0301,0.092
510300.SH,华泰柏瑞沪深300ETF,2016/4/18,3.0097,3.0097,2.98,2.9874,-1.4093
510300.SH,华泰柏瑞沪深300ETF,2016/4/19,2.9976,3.0124,2.979,2.9911,0.1243
510300.SH,华泰柏瑞沪深300ETF,2016/4/20,3.0032,3.006,2.8686,2.9391,-1.7381
510300.SH,华泰柏瑞沪深300ETF,2016/4/21,2.9215,2.966,2.9113,2.9252,-0.4738
510300.SH,华泰柏瑞沪深300ETF,2016/4/22,2.9159,2.9419,2.9057,2.9382,0.4443
510300.SH,华泰柏瑞沪深300ETF,2016/4/25,2.9363,2.9363,2.8881,2.9289,-0.316
510300.SH,华泰柏瑞沪深300ETF,2016/4/26,2.927,2.9503,2.9131,2.9456,0.5705
510300.SH,华泰柏瑞沪深300ETF,2016/4/27,2.9456,2.9512,2.9243,2.9317,-0.4727
510300.SH,华泰柏瑞沪深300ETF,2016/4/28,2.9326,2.9391,2.9038,2.9298,-0.0633
510300.SH,华泰柏瑞沪深300ETF,2016/4/29,2.9224,2.9391,2.9168,2.9261,-0.1267
510300.SH,华泰柏瑞沪深300ETF,2016/5/3,2.9308,2.9874,2.9131,2.9827,1.9353
510300.SH,华泰柏瑞沪深300ETF,2016/5/4,2.9688,2.9874,2.9577,2.9716,-0.3735
510300.SH,华泰柏瑞沪深300ETF,2016/5/5,2.9679,2.979,2.9586,2.9716,0
510300.SH,华泰柏瑞沪深300ETF,2016/5/6,2.9735,2.9772,2.902,2.9038,-2.2805
510300.SH,华泰柏瑞沪深300ETF,2016/5/9,2.8964,2.8964,2.8351,2.8444,-2.046
510300.SH,华泰柏瑞沪深300ETF,2016/5/10,2.8407,2.8556,2.8342,2.8416,-0.0979
510300.SH,华泰柏瑞沪深300ETF,2016/5/11,2.85,2.8732,2.8398,2.8528,0.392
510300.SH,华泰柏瑞沪深300ETF,2016/5/12,2.8407,2.8676,2.8156,2.863,0.358
510300.SH,华泰柏瑞沪深300ETF,2016/5/13,2.8528,2.8788,2.8398,2.8528,-0.3567
510300.SH,华泰柏瑞沪深300ETF,2016/5/16,2.8472,2.8667,2.8231,2.8639,0.3905
510300.SH,华泰柏瑞沪深300ETF,2016/5/17,2.8667,2.876,2.8426,2.8593,-0.1621
510300.SH,华泰柏瑞沪深300ETF,2016/5/18,2.8518,2.8528,2.8129,2.8407,-0.6494
510300.SH,华泰柏瑞沪深300ETF,2016/5/19,2.8388,2.8639,2.8314,2.8351,-0.1961
510300.SH,华泰柏瑞沪深300ETF,2016/5/20,2.8296,2.8556,2.8203,2.8537,0.6549
510300.SH,华泰柏瑞沪深300ETF,2016/5/23,2.8574,2.8778,2.8481,2.8583,0.1627
510300.SH,华泰柏瑞沪深300ETF,2016/5/24,2.8583,2.8583,2.8296,2.8407,-0.6171
510300.SH,华泰柏瑞沪深300ETF,2016/5/25,2.8463,2.8648,2.8342,2.8388,-0.0654
510300.SH,华泰柏瑞沪深300ETF,2016/5/26,2.8388,2.8518,2.8091,2.8388,0
510300.SH,华泰柏瑞沪深300ETF,2016/5/27,2.837,2.8481,2.8277,2.8407,0.0654
510300.SH,华泰柏瑞沪深300ETF,2016/5/30,2.837,2.8518,2.8101,2.8426,0.0654
510300.SH,华泰柏瑞沪深300ETF,2016/5/31,2.8435,2.9447,2.8426,2.9419,3.4944
510300.SH,华泰柏瑞沪深300ETF,2016/6/1,2.9428,2.9475,2.9261,2.9298,-0.4102
510300.SH,华泰柏瑞沪深300ETF,2016/6/2,2.9317,2.9345,2.9187,2.9326,0.0951
510300.SH,华泰柏瑞沪深300ETF,2016/6/3,2.9354,2.9762,2.9308,2.967,1.1713
510300.SH,华泰柏瑞沪深300ETF,2016/6/6,2.9623,2.9744,2.9447,2.9493,-0.5945
510300.SH,华泰柏瑞沪深300ETF,2016/6/7,2.953,2.9567,2.9438,2.9493,0
510300.SH,华泰柏瑞沪深300ETF,2016/6/8,2.9465,2.954,2.9261,2.9456,-0.1259
510300.SH,华泰柏瑞沪深300ETF,2016/6/13,2.9243,2.9243,2.8463,2.8491,-3.2777
510300.SH,华泰柏瑞沪深300ETF,2016/6/14,2.8453,2.8621,2.8426,2.8611,0.4236
510300.SH,华泰柏瑞沪深300ETF,2016/6/15,2.8398,2.9261,2.8314,2.8992,1.3303
510300.SH,华泰柏瑞沪深300ETF,2016/6/16,2.8983,2.8983,2.8732,2.8816,-0.6084
510300.SH,华泰柏瑞沪深300ETF,2016/6/17,2.8834,2.915,2.8825,2.8936,0.4188
510300.SH,华泰柏瑞沪深300ETF,2016/6/20,2.8964,2.9057,2.8751,2.8945,0.0321
510300.SH,华泰柏瑞沪深300ETF,2016/6/21,2.9057,2.941,2.8778,2.8881,-0.2245
510300.SH,华泰柏瑞沪深300ETF,2016/6/22,2.8862,2.9094,2.8751,2.9057,0.6107
510300.SH,华泰柏瑞沪深300ETF,2016/6/23,2.9057,2.9075,2.8788,2.8964,-0.3195
510300.SH,华泰柏瑞沪深300ETF,2016/6/24,2.8964,2.9122,2.8221,2.8658,-1.0577
510300.SH,华泰柏瑞沪深300ETF,2016/6/27,2.8593,2.9038,2.8565,2.902,1.2634
510300.SH,华泰柏瑞沪深300ETF,2016/6/28,2.8927,2.9196,2.8788,2.9168,0.5118
510300.SH,华泰柏瑞沪深300ETF,2016/6/29,2.9196,2.9391,2.9187,2.9298,0.4456
510300.SH,华泰柏瑞沪深300ETF,2016/6/30,2.9308,2.9419,2.9261,2.9345,0.1584
510300.SH,华泰柏瑞沪深300ETF,2016/7/1,2.9345,2.9493,2.9289,2.9317,-0.0949
510300.SH,华泰柏瑞沪深300ETF,2016/7/4,2.927,2.9939,2.9178,2.9809,1.6783
510300.SH,华泰柏瑞沪深300ETF,2016/7/5,2.9809,2.9985,2.9772,2.9883,0.2491
510300.SH,华泰柏瑞沪深300ETF,2016/7/6,2.9855,3.006,2.9762,3.0032,0.497
510300.SH,华泰柏瑞沪深300ETF,2016/7/7,2.9995,3.0171,2.9865,3.0069,0.1236
510300.SH,华泰柏瑞沪深300ETF,2016/7/8,3.0022,3.0041,2.9911,2.9957,-0.3705
510300.SH,华泰柏瑞沪深300ETF,2016/7/11,3.0004,3.0403,2.9995,3.0032,0.2479
510300.SH,华泰柏瑞沪深300ETF,2016/7/12,3.0013,3.0811,3.0013,3.0793,2.5348
510300.SH,华泰柏瑞沪深300ETF,2016/7/13,3.0821,3.109,3.0774,3.0858,0.211
510300.SH,华泰柏瑞沪深300ETF,2016/7/14,3.0858,3.0867,3.0691,3.0811,-0.1504
510300.SH,华泰柏瑞沪深300ETF,2016/7/15,3.0876,3.0914,3.0756,3.0849,0.1205
510300.SH,华泰柏瑞沪深300ETF,2016/7/18,3.0802,3.0867,3.0626,3.0737,-0.3611
510300.SH,华泰柏瑞沪深300ETF,2016/7/19,3.0719,3.0756,3.0422,3.0579,-0.5134
510300.SH,华泰柏瑞沪深300ETF,2016/7/20,3.0542,3.0663,3.0477,3.0514,-0.2125
510300.SH,华泰柏瑞沪深300ETF,2016/7/21,3.0514,3.0858,3.0514,3.0681,0.5476
510300.SH,华泰柏瑞沪深300ETF,2016/7/22,3.0617,3.0672,3.0384,3.0412,-0.8775
510300.SH,华泰柏瑞沪深300ETF,2016/7/25,3.0384,3.0598,3.0357,3.0403,-0.0305
510300.SH,华泰柏瑞沪深300ETF,2016/7/26,3.0403,3.0802,3.0403,3.0793,1.2824
510300.SH,华泰柏瑞沪深300ETF,2016/7/27,3.0802,3.0849,2.9762,3.0227,-1.839
510300.SH,华泰柏瑞沪深300ETF,2016/7/28,3.0124,3.0487,3.0115,3.031,0.2764
510300.SH,华泰柏瑞沪深300ETF,2016/7/29,3.031,3.0394,3.0106,3.0208,-0.3369
510300.SH,华泰柏瑞沪深300ETF,2016/8/1,3.0124,3.0189,2.9809,2.9957,-0.8297
510300.SH,华泰柏瑞沪深300ETF,2016/8/2,2.9948,3.0152,2.9874,3.0032,0.2479
510300.SH,华泰柏瑞沪深300ETF,2016/8/3,2.9985,3.0134,2.9939,3.0069,0.1236
510300.SH,华泰柏瑞沪深300ETF,2016/8/4,3.006,3.0171,2.9892,3.0162,0.3087
510300.SH,华泰柏瑞沪深300ETF,2016/8/5,3.0171,3.0422,3.0106,3.0282,0.4001
510300.SH,华泰柏瑞沪深300ETF,2016/8/8,3.0282,3.0542,3.0078,3.0533,0.8277
510300.SH,华泰柏瑞沪深300ETF,2016/8/9,3.0477,3.0728,3.0449,3.0672,0.4561
510300.SH,华泰柏瑞沪深300ETF,2016/8/10,3.0672,3.0746,3.0552,3.0579,-0.3027
510300.SH,华泰柏瑞沪深300ETF,2016/8/11,3.0561,3.0895,3.0505,3.0542,-0.1214
510300.SH,华泰柏瑞沪深300ETF,2016/8/12,3.0468,3.1127,3.0459,3.1081,1.7629
510300.SH,华泰柏瑞沪深300ETF,2016/8/15,3.1146,3.2343,3.1127,3.2,2.957
510300.SH,华泰柏瑞沪深300ETF,2016/8/16,3.2093,3.2269,3.186,3.1907,-0.2901
510300.SH,华泰柏瑞沪深300ETF,2016/8/17,3.1851,3.2018,3.1712,3.1833,-0.2328
510300.SH,华泰柏瑞沪深300ETF,2016/8/18,3.1888,3.2009,3.1628,3.1786,-0.1458
510300.SH,华泰柏瑞沪深300ETF,2016/8/19,3.1768,3.1814,3.1498,3.1749,-0.1168
510300.SH,华泰柏瑞沪深300ETF,2016/8/22,3.1749,3.186,3.1498,3.1526,-0.7018
510300.SH,华泰柏瑞沪深300ETF,2016/8/23,3.1526,3.1712,3.1359,3.1545,0.0589
510300.SH,华泰柏瑞沪深300ETF,2016/8/24,3.1545,3.1582,3.1359,3.1415,-0.412
510300.SH,华泰柏瑞沪深300ETF,2016/8/25,3.1257,3.1331,3.096,3.1248,-0.5319
510300.SH,华泰柏瑞沪深300ETF,2016/8/26,3.1266,3.1498,3.1174,3.1211,-0.1188
510300.SH,华泰柏瑞沪深300ETF,2016/8/29,3.1164,3.1285,3.1109,3.1201,-0.0297
510300.SH,华泰柏瑞沪深300ETF,2016/8/30,3.122,3.1433,3.1174,3.1331,0.4165
510300.SH,华泰柏瑞沪深300ETF,2016/8/31,3.1303,3.1526,3.1183,3.1461,0.4148
510300.SH,华泰柏瑞沪深300ETF,2016/9/1,3.1452,3.1461,3.1099,3.1127,-1.0623
510300.SH,华泰柏瑞沪深300ETF,2016/9/2,3.1099,3.135,3.1099,3.1266,0.4474
510300.SH,华泰柏瑞沪深300ETF,2016/9/5,3.1331,3.1582,3.1285,3.1331,0.2078
510300.SH,华泰柏瑞沪深300ETF,2016/9/6,3.135,3.1666,3.1118,3.1601,0.8593
510300.SH,华泰柏瑞沪深300ETF,2016/9/7,3.1628,3.1777,3.1573,3.1619,0.0588
510300.SH,华泰柏瑞沪深300ETF,2016/9/8,3.1591,3.1619,3.1498,3.1573,-0.1468
510300.SH,华泰柏瑞沪深300ETF,2016/9/9,3.1573,3.1628,3.1396,3.1415,-0.4999
510300.SH,华泰柏瑞沪深300ETF,2016/9/12,3.1006,3.1034,3.0617,3.0793,-1.9799
510300.SH,华泰柏瑞沪深300ETF,2016/9/13,3.0811,3.0886,3.0728,3.0793,0
510300.SH,华泰柏瑞沪深300ETF,2016/9/14,3.0709,3.0765,3.057,3.0607,-0.603
510300.SH,华泰柏瑞沪深300ETF,2016/9/19,3.0617,3.083,3.0598,3.0802,0.6369
510300.SH,华泰柏瑞沪深300ETF,2016/9/20,3.0821,3.0858,3.0719,3.0765,-0.1206
510300.SH,华泰柏瑞沪深300ETF,2016/9/21,3.0765,3.0932,3.0737,3.0886,0.3923
510300.SH,华泰柏瑞沪深300ETF,2016/9/22,3.1016,3.1238,3.096,3.109,0.6613
510300.SH,华泰柏瑞沪深300ETF,2016/9/23,3.1099,3.1146,3.0988,3.1016,-0.2389
510300.SH,华泰柏瑞沪深300ETF,2016/9/26,3.0979,3.0979,3.0477,3.0496,-1.6761
510300.SH,华泰柏瑞沪深300ETF,2016/9/27,3.0496,3.0672,3.0449,3.0654,0.5175
510300.SH,华泰柏瑞沪深300ETF,2016/9/28,3.0654,3.0681,3.0561,3.0607,-0.1514
510300.SH,华泰柏瑞沪深300ETF,2016/9/29,3.0644,3.0821,3.0644,3.0746,0.455
510300.SH,华泰柏瑞沪深300ETF,2016/9/30,3.0681,3.0886,3.0681,3.0839,0.3019
510300.SH,华泰柏瑞沪深300ETF,2016/10/10,3.0914,3.1248,3.0821,3.1192,1.1439
510300.SH,华泰柏瑞沪深300ETF,2016/10/11,3.1211,3.1294,3.1136,3.1266,0.2381
510300.SH,华泰柏瑞沪深300ETF,2016/10/12,3.1183,3.1229,3.1109,3.1192,-0.2375
510300.SH,华泰柏瑞沪深300ETF,2016/10/13,3.1238,3.1285,3.1127,3.1192,0
510300.SH,华泰柏瑞沪深300ETF,2016/10/14,3.1183,3.1303,3.1034,3.1285,0.2976
510300.SH,华泰柏瑞沪深300ETF,2016/10/17,3.1285,3.1313,3.0728,3.0997,-0.9199
510300.SH,华泰柏瑞沪深300ETF,2016/10/18,3.0997,3.1396,3.096,3.1387,1.2579
510300.SH,华泰柏瑞沪深300ETF,2016/10/19,3.1396,3.1517,3.1303,3.1368,-0.0592
510300.SH,华泰柏瑞沪深300ETF,2016/10/20,3.135,3.1406,3.1294,3.1322,-0.148
510300.SH,华泰柏瑞沪深300ETF,2016/10/21,3.1341,3.1545,3.1257,3.148,0.5039
510300.SH,华泰柏瑞沪深300ETF,2016/10/24,3.148,3.2018,3.1452,3.186,1.2091
510300.SH,华泰柏瑞沪深300ETF,2016/10/25,3.186,3.187,3.1703,3.1777,-0.2622
510300.SH,华泰柏瑞沪深300ETF,2016/10/26,3.1768,3.1795,3.1638,3.1684,-0.2921
510300.SH,华泰柏瑞沪深300ETF,2016/10/27,3.1656,3.1684,3.1517,3.1638,-0.1465
510300.SH,华泰柏瑞沪深300ETF,2016/10/28,3.1619,3.1898,3.1582,3.1591,-0.1467
510300.SH,华泰柏瑞沪深300ETF,2016/10/31,3.1582,3.1582,3.1313,3.1526,-0.2057
510300.SH,华泰柏瑞沪深300ETF,2016/11/1,3.1508,3.1768,3.1489,3.1721,0.6184
510300.SH,华泰柏瑞沪深300ETF,2016/11/2,3.1675,3.1675,3.1471,3.1508,-0.6731
510300.SH,华泰柏瑞沪深300ETF,2016/11/3,3.1396,3.1907,3.1396,3.1749,0.7661
510300.SH,华泰柏瑞沪深300ETF,2016/11/4,3.1731,3.1879,3.1601,3.1647,-0.3216
510300.SH,华泰柏瑞沪深300ETF,2016/11/7,3.1647,3.1749,3.1582,3.1675,0.088
510300.SH,华泰柏瑞沪深300ETF,2016/11/8,3.174,3.199,3.1721,3.1842,0.5275
510300.SH,华泰柏瑞沪深300ETF,2016/11/9,3.1842,3.1842,3.1322,3.1721,-0.379
510300.SH,华泰柏瑞沪深300ETF,2016/11/10,3.1814,3.213,3.1814,3.2046,1.0243
510300.SH,华泰柏瑞沪深300ETF,2016/11/11,3.2018,3.2362,3.1925,3.2325,0.8691
510300.SH,华泰柏瑞沪深300ETF,2016/11/14,3.2269,3.2585,3.2195,3.2371,0.1436
510300.SH,华泰柏瑞沪深300ETF,2016/11/15,3.2362,3.2408,3.2223,3.2334,-0.1147
510300.SH,华泰柏瑞沪深300ETF,2016/11/16,3.2352,3.2427,3.226,3.2343,0.0287
510300.SH,华泰柏瑞沪深300ETF,2016/11/17,3.2297,3.2427,3.2195,3.2417,0.2296
510300.SH,华泰柏瑞沪深300ETF,2016/11/18,3.2427,3.2482,3.226,3.2306,-0.3436
510300.SH,华泰柏瑞沪深300ETF,2016/11/21,3.226,3.2724,3.2241,3.2455,0.4598
510300.SH,华泰柏瑞沪深300ETF,2016/11/22,3.2482,3.2798,3.2482,3.278,1.0011
510300.SH,华泰柏瑞沪深300ETF,2016/11/23,3.2826,3.2984,3.2752,3.2835,0.1699
510300.SH,华泰柏瑞沪深300ETF,2016/11/24,3.2817,3.3123,3.277,3.2928,0.2827
510300.SH,华泰柏瑞沪深300ETF,2016/11/25,3.2928,3.3309,3.2687,3.329,1.0995
510300.SH,华泰柏瑞沪深300ETF,2016/11/28,3.3364,3.3606,3.3355,3.3439,0.4462
510300.SH,华泰柏瑞沪深300ETF,2016/11/29,3.3346,3.3866,3.3234,3.3699,0.7773
510300.SH,华泰柏瑞沪深300ETF,2016/11/30,3.3615,3.3717,3.3337,3.3392,-0.9091
510300.SH,华泰柏瑞沪深300ETF,2016/12/1,3.3411,3.3819,3.3411,3.3708,0.9452
510300.SH,华泰柏瑞沪深300ETF,2016/12/2,3.368,3.368,3.3253,3.3337,-1.1016
510300.SH,华泰柏瑞沪深300ETF,2016/12/5,3.29,3.3039,3.2622,3.2668,-2.005
510300.SH,华泰柏瑞沪深300ETF,2016/12/6,3.2696,3.2817,3.2603,3.2612,-0.1705
510300.SH,华泰柏瑞沪深300ETF,2016/12/7,3.2631,3.2798,3.2501,3.2761,0.4555
510300.SH,华泰柏瑞沪深300ETF,2016/12/8,3.2854,3.2956,3.2761,3.2835,0.2267
510300.SH,华泰柏瑞沪深300ETF,2016/12/9,3.2761,3.3123,3.2724,3.3021,0.5655
510300.SH,华泰柏瑞沪深300ETF,2016/12/12,3.3002,3.3002,3.212,3.2148,-2.6427
510300.SH,华泰柏瑞沪深300ETF,2016/12/13,3.2046,3.225,3.1842,3.2102,-0.1444
510300.SH,华泰柏瑞沪深300ETF,2016/12/14,3.2028,3.2176,3.187,3.1879,-0.694
510300.SH,华泰柏瑞沪深300ETF,2016/12/15,3.1712,3.187,3.1387,3.1517,-1.1357
510300.SH,华泰柏瑞沪深300ETF,2016/12/16,3.148,3.1684,3.1443,3.1517,0
510300.SH,华泰柏瑞沪深300ETF,2016/12/19,3.1517,3.1545,3.135,3.1424,-0.2946
510300.SH,华泰柏瑞沪深300ETF,2016/12/20,3.1378,3.1415,3.1016,3.1192,-0.7386
510300.SH,华泰柏瑞沪深300ETF,2016/12/21,3.1238,3.1545,3.1238,3.1536,1.1012
510300.SH,华泰柏瑞沪深300ETF,2016/12/22,3.1498,3.1517,3.1341,3.148,-0.1766
510300.SH,华泰柏瑞沪深300ETF,2016/12/23,3.1406,3.1452,3.1146,3.1229,-0.7962
510300.SH,华泰柏瑞沪深300ETF,2016/12/26,3.1136,3.1368,3.0867,3.1341,0.3567
510300.SH,华泰柏瑞沪深300ETF,2016/12/27,3.1285,3.1415,3.1238,3.1294,-0.1481
510300.SH,华泰柏瑞沪深300ETF,2016/12/28,3.1266,3.1322,3.1025,3.1127,-0.534
510300.SH,华泰柏瑞沪深300ETF,2016/12/29,3.109,3.1266,3.0997,3.1146,0.0596
510300.SH,华泰柏瑞沪深300ETF,2016/12/30,3.1136,3.1266,3.1099,3.1174,0.0894
510300.SH,华泰柏瑞沪深300ETF,2017/1/3,3.1211,3.1601,3.1211,3.1526,1.1316
510300.SH,华泰柏瑞沪深300ETF,2017/1/4,3.1508,3.1814,3.1443,3.1805,0.8834
510300.SH,华泰柏瑞沪深300ETF,2017/1/5,3.1795,3.1842,3.1666,3.174,-0.2043
510300.SH,华泰柏瑞沪深300ETF,2017/1/6,3.1712,3.1777,3.1591,3.1638,-0.3217
510300.SH,华泰柏瑞沪深300ETF,2017/1/9,3.1591,3.1786,3.1563,3.1749,0.3521
510300.SH,华泰柏瑞沪深300ETF,2017/1/10,3.174,3.1805,3.1628,3.1666,-0.2632
510300.SH,华泰柏瑞沪深300ETF,2017/1/11,3.161,3.1768,3.1424,3.1433,-0.7329
510300.SH,华泰柏瑞沪深300ETF,2017/1/12,3.1433,3.1517,3.1248,3.1276,-0.5021
510300.SH,华泰柏瑞沪深300ETF,2017/1/13,3.1266,3.1498,3.1211,3.1331,0.1781
510300.SH,华泰柏瑞沪深300ETF,2017/1/16,3.1266,3.1313,3.0784,3.1294,-0.1185
510300.SH,华泰柏瑞沪深300ETF,2017/1/17,3.1192,3.1406,3.109,3.1341,0.1483
510300.SH,华泰柏瑞沪深300ETF,2017/1/18,3.1294,3.1647,3.1285,3.1545,0.6517
510300.SH,华泰柏瑞沪深300ETF,2017/1/19,3.1461,3.1601,3.1378,3.1433,-0.3531
510300.SH,华泰柏瑞沪深300ETF,2017/1/20,3.1378,3.1712,3.1359,3.1703,0.8565
