代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅(%)
510050.SH,华夏上证50ETF,2017/6/26,2.3745,2.3988,2.3726,2.3838,0.4326
510050.SH,华夏上证50ETF,2017/6/27,2.3801,2.3969,2.3717,2.3932,0.3915
510050.SH,华夏上证50ETF,2017/6/28,2.3876,2.3988,2.3773,2.3782,-0.624
510050.SH,华夏上证50ETF,2017/6/29,2.381,2.395,2.3745,2.3941,0.6672
510050.SH,华夏上证50ETF,2017/6/30,2.382,2.3932,2.3773,2.3876,-0.2729
510050.SH,华夏上证50ETF,2017/7/3,2.3913,2.3922,2.3642,2.3736,-0.5864
510050.SH,华夏上证50ETF,2017/7/4,2.3717,2.3764,2.3502,2.3521,-0.9044
510050.SH,华夏上证50ETF,2017/7/5,2.3512,2.395,2.3502,2.3922,1.7063
510050.SH,华夏上证50ETF,2017/7/6,2.3866,2.4062,2.3792,2.396,0.1561
510050.SH,华夏上证50ETF,2017/7/7,2.3922,2.3978,2.381,2.3904,-0.2337
510050.SH,华夏上证50ETF,2017/7/10,2.3885,2.41,2.3838,2.4034,0.5467
510050.SH,华夏上证50ETF,2017/7/11,2.4016,2.4501,2.4006,2.4305,1.1262
510050.SH,华夏上证50ETF,2017/7/12,2.4277,2.4604,2.4156,2.424,-0.2688
510050.SH,华夏上证50ETF,2017/7/13,2.4277,2.4632,2.424,2.4622,1.5787
510050.SH,华夏上证50ETF,2017/7/14,2.4641,2.4884,2.4557,2.4874,1.0235
510050.SH,华夏上证50ETF,2017/7/17,2.4902,2.5248,2.4613,2.4912,0.1501
510050.SH,华夏上证50ETF,2017/7/18,2.4837,2.5014,2.4594,2.4818,-0.3747
510050.SH,华夏上证50ETF,2017/7/19,2.4828,2.5229,2.4818,2.522,1.6171
510050.SH,华夏上证50ETF,2017/7/20,2.5182,2.5304,2.508,2.5295,0.2961
510050.SH,华夏上证50ETF,2017/7/21,2.5201,2.5238,2.4977,2.5014,-1.107
510050.SH,华夏上证50ETF,2017/7/24,2.4958,2.5295,2.4958,2.5201,0.7463
510050.SH,华夏上证50ETF,2017/7/25,2.5201,2.5295,2.5024,2.5042,-0.6296
510050.SH,华夏上证50ETF,2017/7/26,2.5033,2.5248,2.4828,2.4986,-0.2236
510050.SH,华夏上证50ETF,2017/7/27,2.4949,2.5061,2.479,2.4986,0
510050.SH,华夏上证50ETF,2017/7/28,2.4949,2.507,2.4874,2.5014,0.1121
510050.SH,华夏上证50ETF,2017/7/31,2.4996,2.5126,2.493,2.5033,0.0746
510050.SH,华夏上证50ETF,2017/8/1,2.5052,2.5435,2.5024,2.5425,1.566
510050.SH,华夏上证50ETF,2017/8/2,2.5435,2.5593,2.5388,2.5463,0.1468
510050.SH,华夏上证50ETF,2017/8/3,2.5425,2.5547,2.5098,2.5098,-1.4296
510050.SH,华夏上证50ETF,2017/8/4,2.508,2.5192,2.4921,2.493,-0.6694
510050.SH,华夏上证50ETF,2017/8/7,2.4893,2.5098,2.4818,2.5005,0.2995
510050.SH,华夏上证50ETF,2017/8/8,2.5005,2.507,2.4884,2.5033,0.112
510050.SH,华夏上证50ETF,2017/8/9,2.4996,2.5014,2.4846,2.4865,-0.6711
510050.SH,华夏上证50ETF,2017/8/10,2.4856,2.5033,2.4604,2.4781,-0.3378
510050.SH,华夏上证50ETF,2017/8/11,2.4632,2.4706,2.4361,2.4389,-1.5819
510050.SH,华夏上证50ETF,2017/8/14,2.4436,2.4678,2.4389,2.4594,0.8419
510050.SH,华夏上证50ETF,2017/8/15,2.4622,2.4902,2.4594,2.4744,0.6072
510050.SH,华夏上证50ETF,2017/8/16,2.4697,2.4725,2.4557,2.4641,-0.4149
510050.SH,华夏上证50ETF,2017/8/17,2.4669,2.4781,2.4613,2.4753,0.4545
510050.SH,华夏上证50ETF,2017/8/18,2.4678,2.4921,2.465,2.4865,0.4525
510050.SH,华夏上证50ETF,2017/8/21,2.4884,2.5005,2.479,2.4856,-0.0375
510050.SH,华夏上证50ETF,2017/8/22,2.4902,2.5108,2.4856,2.5098,0.9763
510050.SH,华夏上证50ETF,2017/8/23,2.5098,2.5397,2.507,2.5276,0.7066
510050.SH,华夏上证50ETF,2017/8/24,2.5285,2.5425,2.5108,2.5182,-0.3693
510050.SH,华夏上证50ETF,2017/8/25,2.5173,2.5752,2.5154,2.5733,2.1868
510050.SH,华夏上证50ETF,2017/8/28,2.5808,2.6303,2.5808,2.6023,1.1244
510050.SH,华夏上证50ETF,2017/8/29,2.6004,2.6107,2.592,2.6032,0.0359
510050.SH,华夏上证50ETF,2017/8/30,2.6023,2.6256,2.5864,2.5892,-0.5378
510050.SH,华夏上证50ETF,2017/8/31,2.5929,2.6013,2.5696,2.5817,-0.2884
510050.SH,华夏上证50ETF,2017/9/1,2.5808,2.5995,2.5687,2.5761,-0.2169
510050.SH,华夏上证50ETF,2017/9/4,2.5743,2.5817,2.5621,2.5799,0.1449
510050.SH,华夏上证50ETF,2017/9/5,2.5789,2.6069,2.5789,2.5967,0.6512
510050.SH,华夏上证50ETF,2017/9/6,2.5901,2.5929,2.5733,2.5799,-0.647
510050.SH,华夏上证50ETF,2017/9/7,2.5827,2.5873,2.5575,2.5603,-0.7598
510050.SH,华夏上证50ETF,2017/9/8,2.5612,2.5696,2.5481,2.5556,-0.1823
510050.SH,华夏上证50ETF,2017/9/11,2.5612,2.578,2.5444,2.5481,-0.2922
510050.SH,华夏上证50ETF,2017/9/12,2.5528,2.5659,2.5444,2.5631,0.5861
510050.SH,华夏上证50ETF,2017/9/13,2.5612,2.5631,2.5481,2.5565,-0.2549
510050.SH,华夏上证50ETF,2017/9/14,2.5575,2.5631,2.5341,2.5407,-0.6207
510050.SH,华夏上证50ETF,2017/9/15,2.5397,2.5472,2.5304,2.5407,0
510050.SH,华夏上证50ETF,2017/9/18,2.5425,2.564,2.5425,2.5472,0.2572
510050.SH,华夏上证50ETF,2017/9/19,2.5491,2.5556,2.5295,2.5388,-0.3298
510050.SH,华夏上证50ETF,2017/9/20,2.5369,2.5453,2.5313,2.536,-0.1103
510050.SH,华夏上证50ETF,2017/9/21,2.5351,2.5603,2.5313,2.5463,0.4049
510050.SH,华夏上证50ETF,2017/9/22,2.5416,2.5547,2.5332,2.5472,0.0367
510050.SH,华夏上证50ETF,2017/9/25,2.5407,2.5509,2.536,2.5472,0
510050.SH,华夏上证50ETF,2017/9/26,2.5453,2.5528,2.5425,2.5491,0.0733
510050.SH,华夏上证50ETF,2017/9/27,2.5481,2.5481,2.5295,2.5304,-0.7323
510050.SH,华夏上证50ETF,2017/9/28,2.5304,2.5351,2.5238,2.5341,0.1475
510050.SH,华夏上证50ETF,2017/9/29,2.536,2.5528,2.5351,2.5444,0.4052
510050.SH,华夏上证50ETF,2017/10/9,2.6023,2.6125,2.5603,2.5668,0.8804
510050.SH,华夏上证50ETF,2017/10/10,2.5659,2.5799,2.5463,2.5631,-0.1455
510050.SH,华夏上证50ETF,2017/10/11,2.564,2.5836,2.5631,2.578,0.5827
510050.SH,华夏上证50ETF,2017/10/12,2.5761,2.592,2.5705,2.5883,0.3983
510050.SH,华夏上证50ETF,2017/10/13,2.5873,2.5901,2.5817,2.5864,-0.0721
510050.SH,华夏上证50ETF,2017/10/16,2.5855,2.6069,2.5855,2.5957,0.3609
510050.SH,华夏上证50ETF,2017/10/17,2.5948,2.6004,2.5873,2.5939,-0.0719
510050.SH,华夏上证50ETF,2017/10/18,2.5939,2.6181,2.592,2.6153,0.8276
510050.SH,华夏上证50ETF,2017/10/19,2.6144,2.62,2.6107,2.6191,0.1428
510050.SH,华夏上证50ETF,2017/10/20,2.6135,2.6135,2.6023,2.6041,-0.5702
510050.SH,华夏上证50ETF,2017/10/23,2.6088,2.6116,2.5976,2.6051,0.0358
510050.SH,华夏上证50ETF,2017/10/24,2.5995,2.6256,2.5995,2.6191,0.5374
510050.SH,华夏上证50ETF,2017/10/25,2.6181,2.6219,2.6116,2.6153,-0.1426
510050.SH,华夏上证50ETF,2017/10/26,2.6209,2.6536,2.6172,2.6387,0.8922
510050.SH,华夏上证50ETF,2017/10/27,2.6387,2.6825,2.6349,2.6816,1.6272
510050.SH,华夏上证50ETF,2017/10/30,2.6797,2.6844,2.6461,2.6704,-0.4177
510050.SH,华夏上证50ETF,2017/10/31,2.662,2.662,2.6508,2.6611,-0.3495
510050.SH,华夏上证50ETF,2017/11/1,2.6611,2.6788,2.6471,2.6527,-0.3157
510050.SH,华夏上证50ETF,2017/11/2,2.6489,2.6583,2.6387,2.6573,0.1759
510050.SH,华夏上证50ETF,2017/11/3,2.6545,2.6648,2.6377,2.6611,0.1405
510050.SH,华夏上证50ETF,2017/11/6,2.6564,2.6583,2.6415,2.6536,-0.2806
510050.SH,华夏上证50ETF,2017/11/7,2.6536,2.6909,2.6536,2.6835,1.1256
510050.SH,华夏上证50ETF,2017/11/8,2.6825,2.7059,2.676,2.6825,-0.0348
510050.SH,华夏上证50ETF,2017/11/9,2.6797,2.6937,2.6741,2.6928,0.3827
510050.SH,华夏上证50ETF,2017/11/10,2.6909,2.7273,2.6881,2.7236,1.1438
510050.SH,华夏上证50ETF,2017/11/13,2.7264,2.7432,2.7236,2.7329,0.3427
510050.SH,华夏上证50ETF,2017/11/14,2.7339,2.7395,2.7161,2.7189,-0.5123
510050.SH,华夏上证50ETF,2017/11/15,2.7124,2.7227,2.7031,2.7077,-0.4119
510050.SH,华夏上证50ETF,2017/11/16,2.7021,2.7395,2.7003,2.7367,1.0686
510050.SH,华夏上证50ETF,2017/11/17,2.7301,2.7936,2.7283,2.7908,1.9782
510050.SH,华夏上证50ETF,2017/11/20,2.7787,2.7964,2.7563,2.7964,0.2007
510050.SH,华夏上证50ETF,2017/11/21,2.7861,2.8664,2.7824,2.8431,1.6689
510050.SH,华夏上证50ETF,2017/11/22,2.8515,2.8879,2.8431,2.8627,0.6894
510050.SH,华夏上证50ETF,2017/11/23,2.858,2.8711,2.7703,2.7917,-2.478
510050.SH,华夏上证50ETF,2017/11/24,2.788,2.8039,2.7656,2.7908,-0.0334
510050.SH,华夏上证50ETF,2017/11/27,2.7843,2.7899,2.7432,2.7684,-0.8027
510050.SH,华夏上证50ETF,2017/11/28,2.7655,2.7665,2.7342,2.7532,-0.5495
510050.SH,华夏上证50ETF,2017/11/29,2.7598,2.7712,2.7171,2.7475,-0.2072
510050.SH,华夏上证50ETF,2017/11/30,2.738,2.7551,2.7095,2.7171,-1.1073
510050.SH,华夏上证50ETF,2017/12/1,2.719,2.7256,2.6923,2.698,-0.6998
510050.SH,华夏上证50ETF,2017/12/4,2.6885,2.7266,2.6809,2.7171,0.7047
510050.SH,华夏上证50ETF,2017/12/5,2.7095,2.776,2.7066,2.7646,1.7495
510050.SH,华夏上证50ETF,2017/12/6,2.756,2.756,2.7028,2.7294,-1.2724
510050.SH,华夏上证50ETF,2017/12/7,2.7285,2.7351,2.6866,2.7037,-0.9404
510050.SH,华夏上证50ETF,2017/12/8,2.699,2.7323,2.6923,2.7237,0.7384
510050.SH,华夏上证50ETF,2017/12/11,2.7237,2.756,2.7152,2.7551,1.1518
510050.SH,华夏上证50ETF,2017/12/12,2.7532,2.7589,2.7047,2.7056,-1.7943
510050.SH,华夏上证50ETF,2017/12/13,2.7095,2.7361,2.6961,2.7285,0.8433
510050.SH,华夏上证50ETF,2017/12/14,2.7285,2.7361,2.7018,2.7095,-0.6969
510050.SH,华夏上证50ETF,2017/12/15,2.7028,2.7075,2.6752,2.6771,-1.193
510050.SH,华夏上证50ETF,2017/12/18,2.6762,2.7028,2.6762,2.6885,0.4261
510050.SH,华夏上证50ETF,2017/12/19,2.6895,2.7294,2.6885,2.7285,1.4851
510050.SH,华夏上证50ETF,2017/12/20,2.7285,2.7427,2.7199,2.7342,0.2091
510050.SH,华夏上证50ETF,2017/12/21,2.7285,2.7646,2.719,2.7503,0.5911
510050.SH,华夏上证50ETF,2017/12/22,2.7446,2.7551,2.7323,2.7361,-0.5185
510050.SH,华夏上证50ETF,2017/12/25,2.7351,2.7703,2.7247,2.7342,-0.0695
510050.SH,华夏上证50ETF,2017/12/26,2.7351,2.7541,2.7247,2.7503,0.5911
510050.SH,华夏上证50ETF,2017/12/27,2.7456,2.7503,2.6876,2.6942,-2.0394
510050.SH,华夏上证50ETF,2017/12/28,2.698,2.7285,2.6895,2.7142,0.741
510050.SH,华夏上证50ETF,2017/12/29,2.7171,2.7323,2.7075,2.7171,0.1051
510050.SH,华夏上证50ETF,2018/1/2,2.7228,2.7655,2.7209,2.7636,1.7145
510050.SH,华夏上证50ETF,2018/1/3,2.7655,2.7998,2.7627,2.7684,0.172
510050.SH,华夏上证50ETF,2018/1/4,2.7693,2.7874,2.7655,2.775,0.2404
510050.SH,华夏上证50ETF,2018/1/5,2.7769,2.7931,2.7722,2.7884,0.4796
510050.SH,华夏上证50ETF,2018/1/8,2.7827,2.8055,2.7808,2.7988,0.375
510050.SH,华夏上证50ETF,2018/1/9,2.7969,2.8235,2.796,2.8235,0.8832
510050.SH,华夏上证50ETF,2018/1/10,2.8207,2.8483,2.814,2.8463,0.8081
510050.SH,华夏上证50ETF,2018/1/11,2.8406,2.8568,2.8321,2.8435,-0.1002
510050.SH,华夏上证50ETF,2018/1/12,2.8435,2.8711,2.8435,2.8692,0.9027
510050.SH,华夏上证50ETF,2018/1/15,2.872,2.9138,2.8692,2.8929,0.8284
510050.SH,华夏上证50ETF,2018/1/16,2.8863,2.9138,2.8844,2.9129,0.6901
510050.SH,华夏上证50ETF,2018/1/17,2.9129,2.9728,2.9043,2.9196,0.2285
510050.SH,华夏上证50ETF,2018/1/18,2.9376,2.968,2.93,2.9528,1.1397
510050.SH,华夏上证50ETF,2018/1/19,2.9623,2.9851,2.9433,2.9595,0.2254
510050.SH,华夏上证50ETF,2018/1/22,2.95,2.9842,2.9395,2.9747,0.514
510050.SH,华夏上证50ETF,2018/1/23,2.9823,3.0184,2.9823,3.0165,1.4062
510050.SH,华夏上证50ETF,2018/1/24,3.027,3.0374,2.9909,3.0156,-0.0315
510050.SH,华夏上证50ETF,2018/1/25,3.0089,3.0146,2.9671,2.9947,-0.6936
510050.SH,华夏上证50ETF,2018/1/26,2.9899,3.0374,2.9861,3.0146,0.6667
510050.SH,华夏上证50ETF,2018/1/29,3.0241,3.0355,2.95,2.9604,-1.7975
510050.SH,华夏上证50ETF,2018/1/30,2.9528,2.9699,2.9205,2.9234,-1.2524
510050.SH,华夏上证50ETF,2018/1/31,2.9129,2.9633,2.911,2.9595,1.2358
510050.SH,华夏上证50ETF,2018/2/1,2.9614,2.9813,2.9433,2.9794,0.6746
510050.SH,华夏上证50ETF,2018/2/2,2.9566,2.9928,2.9243,2.9899,0.351
510050.SH,华夏上证50ETF,2018/2/5,2.9528,3.0241,2.9462,3.0232,1.1129
510050.SH,华夏上证50ETF,2018/2/6,2.9766,2.9909,2.9367,2.9566,-2.2013
510050.SH,华夏上证50ETF,2018/2/7,2.9871,3.0061,2.8644,2.8739,-2.7974
510050.SH,华夏上证50ETF,2018/2/8,2.8521,2.8673,2.7636,2.7941,-2.7787
510050.SH,华夏上证50ETF,2018/2/9,2.7104,2.7361,2.5792,2.6648,-4.6274
510050.SH,华夏上证50ETF,2018/2/12,2.6629,2.6828,2.6334,2.6619,-0.107
510050.SH,华夏上证50ETF,2018/2/13,2.6895,2.7418,2.6885,2.7075,1.7143
510050.SH,华夏上证50ETF,2018/2/14,2.7152,2.7313,2.6971,2.7247,0.632
510050.SH,华夏上证50ETF,2018/2/22,2.7636,2.7941,2.7513,2.7808,2.0586
510050.SH,华夏上证50ETF,2018/2/23,2.7893,2.8159,2.7798,2.8093,1.0256
510050.SH,华夏上证50ETF,2018/2/26,2.8235,2.8416,2.7827,2.8188,0.3384
510050.SH,华夏上证50ETF,2018/2/27,2.8264,2.8292,2.7684,2.776,-1.5177
510050.SH,华夏上证50ETF,2018/2/28,2.7551,2.7589,2.7171,2.7294,-1.6781
510050.SH,华夏上证50ETF,2018/3/1,2.7114,2.7608,2.7085,2.7418,0.4528
510050.SH,华夏上证50ETF,2018/3/2,2.7209,2.7418,2.7056,2.7152,-0.9709
510050.SH,华夏上证50ETF,2018/3/5,2.7171,2.7465,2.6971,2.7142,-0.035
510050.SH,华夏上证50ETF,2018/3/6,2.7332,2.7465,2.6904,2.7456,1.1559
510050.SH,华夏上证50ETF,2018/3/7,2.7456,2.7731,2.718,2.7294,-0.5886
510050.SH,华夏上证50ETF,2018/3/8,2.7313,2.7551,2.719,2.7503,0.7663
510050.SH,华夏上证50ETF,2018/3/9,2.757,2.7693,2.7427,2.7598,0.3457
510050.SH,华夏上证50ETF,2018/3/12,2.7722,2.7789,2.7513,2.7617,0.0689
510050.SH,华夏上证50ETF,2018/3/13,2.7627,2.7722,2.7275,2.7313,-1.1015
510050.SH,华夏上证50ETF,2018/3/14,2.7228,2.7323,2.7123,2.7218,-0.3481
510050.SH,华夏上证50ETF,2018/3/15,2.7152,2.7484,2.7114,2.7475,0.9431
510050.SH,华夏上证50ETF,2018/3/16,2.7484,2.7617,2.7199,2.7209,-0.9689
510050.SH,华夏上证50ETF,2018/3/19,2.7218,2.7503,2.7095,2.7494,1.0482
510050.SH,华夏上证50ETF,2018/3/20,2.7342,2.7579,2.7294,2.7522,0.1037
510050.SH,华夏上证50ETF,2018/3/21,2.776,2.7798,2.7294,2.7418,-0.38
510050.SH,华夏上证50ETF,2018/3/22,2.7427,2.7551,2.7018,2.7161,-0.9362
510050.SH,华夏上证50ETF,2018/3/23,2.6429,2.6562,2.6077,2.6439,-2.6601
510050.SH,华夏上证50ETF,2018/3/26,2.6277,2.6315,2.5687,2.5992,-1.69
510050.SH,华夏上证50ETF,2018/3/27,2.6286,2.6372,2.583,2.6039,0.1829
510050.SH,华夏上证50ETF,2018/3/28,2.5764,2.6049,2.5459,2.5554,-1.862
510050.SH,华夏上证50ETF,2018/3/29,2.5592,2.6172,2.5203,2.5992,1.7113
510050.SH,华夏上证50ETF,2018/3/30,2.5982,2.6001,2.5745,2.5792,-0.7681
510050.SH,华夏上证50ETF,2018/4/2,2.5764,2.6153,2.5621,2.5687,-0.4055
510050.SH,华夏上证50ETF,2018/4/3,2.5497,2.5745,2.544,2.5602,-0.3331
510050.SH,华夏上证50ETF,2018/4/4,2.5687,2.5906,2.5554,2.5611,0.0371
510050.SH,华夏上证50ETF,2018/4/9,2.5649,2.5821,2.5507,2.5773,0.631
510050.SH,华夏上证50ETF,2018/4/10,2.5792,2.6391,2.5716,2.6381,2.3608
510050.SH,华夏上证50ETF,2018/4/11,2.6381,2.6572,2.6248,2.6381,0
510050.SH,华夏上证50ETF,2018/4/12,2.6381,2.641,2.6049,2.6068,-1.1892
510050.SH,华夏上证50ETF,2018/4/13,2.6191,2.6277,2.5802,2.583,-0.9117
510050.SH,华夏上证50ETF,2018/4/16,2.5745,2.584,2.5193,2.5241,-2.2819
510050.SH,华夏上证50ETF,2018/4/17,2.5298,2.5459,2.4927,2.4965,-1.0923
510050.SH,华夏上证50ETF,2018/4/18,2.5269,2.5307,2.4889,2.5127,0.6474
510050.SH,华夏上证50ETF,2018/4/19,2.5212,2.5554,2.5155,2.544,1.2486
510050.SH,华夏上证50ETF,2018/4/20,2.5336,2.5412,2.4946,2.507,-1.4574
510050.SH,华夏上证50ETF,2018/4/23,2.4955,2.5336,2.4955,2.5269,0.7964
510050.SH,华夏上证50ETF,2018/4/24,2.5317,2.5973,2.5317,2.584,2.2573
510050.SH,华夏上证50ETF,2018/4/25,2.5697,2.5783,2.5573,2.5602,-0.9198
510050.SH,华夏上证50ETF,2018/4/26,2.5707,2.5773,2.5136,2.5241,-1.4111
510050.SH,华夏上证50ETF,2018/4/27,2.5336,2.5364,2.4746,2.5117,-0.4896
510050.SH,华夏上证50ETF,2018/5/2,2.5212,2.5307,2.4993,2.5155,0.1514
510050.SH,华夏上证50ETF,2018/5/3,2.5089,2.5345,2.4879,2.5231,0.3023
510050.SH,华夏上证50ETF,2018/5/4,2.5174,2.5298,2.5022,2.5041,-0.7536
510050.SH,华夏上证50ETF,2018/5/7,2.5117,2.5469,2.4984,2.5421,1.5186
510050.SH,华夏上证50ETF,2018/5/8,2.5431,2.5925,2.5412,2.5802,1.4959
510050.SH,华夏上证50ETF,2018/5/9,2.5783,2.583,2.564,2.5773,-0.1105
510050.SH,华夏上证50ETF,2018/5/10,2.5821,2.5992,2.5687,2.5887,0.4426
510050.SH,华夏上证50ETF,2018/5/11,2.5944,2.5982,2.5792,2.5821,-0.2571
510050.SH,华夏上证50ETF,2018/5/14,2.5906,2.6182,2.5906,2.6096,1.0677
510050.SH,华夏上证50ETF,2018/5/15,2.6163,2.6182,2.5878,2.6049,-0.1821
510050.SH,华夏上证50ETF,2018/5/16,2.5973,2.6001,2.5687,2.5716,-1.2774
510050.SH,华夏上证50ETF,2018/5/17,2.5773,2.5811,2.5554,2.5564,-0.5915
510050.SH,华夏上证50ETF,2018/5/18,2.5573,2.5992,2.5497,2.5982,1.6363
510050.SH,华夏上证50ETF,2018/5/21,2.6153,2.622,2.5935,2.6011,0.1098
510050.SH,华夏上证50ETF,2018/5/22,2.6011,2.602,2.5668,2.583,-0.6944
510050.SH,华夏上证50ETF,2018/5/23,2.5773,2.5773,2.5383,2.5402,-1.6562
510050.SH,华夏上证50ETF,2018/5/24,2.5412,2.5507,2.5231,2.5241,-0.6362
510050.SH,华夏上证50ETF,2018/5/25,2.5269,2.5431,2.5136,2.5231,-0.0377
510050.SH,华夏上证50ETF,2018/5/28,2.5269,2.5478,2.5174,2.5364,0.5275
510050.SH,华夏上证50ETF,2018/5/29,2.5345,2.5393,2.5051,2.5241,-0.4873
510050.SH,华夏上证50ETF,2018/5/30,2.5013,2.5022,2.4718,2.4727,-2.0339
510050.SH,华夏上证50ETF,2018/5/31,2.4908,2.526,2.4879,2.5203,1.9223
510050.SH,华夏上证50ETF,2018/6/1,2.5136,2.5269,2.5022,2.5127,-0.3018
510050.SH,华夏上证50ETF,2018/6/4,2.526,2.5564,2.5174,2.5535,1.6269
510050.SH,华夏上证50ETF,2018/6/5,2.5526,2.5697,2.5412,2.563,0.3723
510050.SH,华夏上证50ETF,2018/6/6,2.5592,2.5621,2.5497,2.5535,-0.3709
510050.SH,华夏上证50ETF,2018/6/7,2.563,2.583,2.5583,2.5611,0.2978
510050.SH,华夏上证50ETF,2018/6/8,2.5592,2.5592,2.5108,2.5212,-1.559
510050.SH,华夏上证50ETF,2018/6/11,2.5155,2.5374,2.5079,2.5317,0.4148
510050.SH,华夏上证50ETF,2018/6/12,2.5317,2.563,2.5222,2.5554,0.9388
510050.SH,华夏上证50ETF,2018/6/13,2.5507,2.5545,2.5355,2.5402,-0.5952
510050.SH,华夏上证50ETF,2018/6/14,2.5298,2.564,2.5298,2.5431,0.1123
510050.SH,华夏上证50ETF,2018/6/15,2.544,2.5573,2.5364,2.5459,0.1121
510050.SH,华夏上证50ETF,2018/6/19,2.5241,2.5307,2.4556,2.4832,-2.4645
510050.SH,华夏上证50ETF,2018/6/20,2.4737,2.4917,2.4566,2.4813,-0.0766
510050.SH,华夏上证50ETF,2018/6/21,2.4822,2.5108,2.4632,2.4642,-0.6897
510050.SH,华夏上证50ETF,2018/6/22,2.4575,2.4765,2.4442,2.4699,0.2315
510050.SH,华夏上证50ETF,2018/6/25,2.4784,2.4851,2.4204,2.4223,-1.9246
510050.SH,华夏上证50ETF,2018/6/26,2.4109,2.4109,2.3605,2.3957,-1.0989
510050.SH,华夏上证50ETF,2018/6/27,2.391,2.4052,2.3301,2.3434,-2.1825
510050.SH,华夏上证50ETF,2018/6/28,2.3301,2.3577,2.313,2.3206,-0.9736
510050.SH,华夏上证50ETF,2018/6/29,2.3301,2.3767,2.3273,2.372,2.2122
510050.SH,华夏上证50ETF,2018/7/2,2.3672,2.3672,2.2693,2.2835,-3.7275
510050.SH,华夏上证50ETF,2018/7/3,2.2931,2.2978,2.2351,2.2912,0.3331
510050.SH,华夏上证50ETF,2018/7/4,2.2854,2.3035,2.2664,2.2721,-0.8299
510050.SH,华夏上证50ETF,2018/7/5,2.2721,2.2997,2.2541,2.2731,0.0418
510050.SH,华夏上证50ETF,2018/7/6,2.2807,2.3244,2.2531,2.3054,1.422
510050.SH,华夏上证50ETF,2018/7/9,2.3159,2.3739,2.3149,2.3729,2.9278
510050.SH,华夏上证50ETF,2018/7/10,2.372,2.3777,2.3501,2.3701,-0.1202
510050.SH,华夏上证50ETF,2018/7/11,2.3244,2.3434,2.3092,2.333,-1.5644
510050.SH,华夏上证50ETF,2018/7/12,2.3311,2.3986,2.3311,2.3815,2.0782
510050.SH,华夏上证50ETF,2018/7/13,2.3891,2.3929,2.3748,2.3853,0.1597
510050.SH,华夏上证50ETF,2018/7/16,2.3843,2.3995,2.3558,2.3672,-0.7573
510050.SH,华夏上证50ETF,2018/7/17,2.3663,2.3691,2.3377,2.3529,-0.6024
510050.SH,华夏上证50ETF,2018/7/18,2.3586,2.3815,2.3396,2.3415,-0.4848
510050.SH,华夏上证50ETF,2018/7/19,2.352,2.3767,2.3415,2.352,0.4466
510050.SH,华夏上证50ETF,2018/7/20,2.352,2.4271,2.3311,2.4147,2.6677
510050.SH,华夏上证50ETF,2018/7/23,2.4024,2.4518,2.4005,2.4423,1.1417
510050.SH,华夏上证50ETF,2018/7/24,2.449,2.4965,2.449,2.4813,1.596
510050.SH,华夏上证50ETF,2018/7/25,2.4898,2.4917,2.4699,2.4803,-0.0383
510050.SH,华夏上证50ETF,2018/7/26,2.4851,2.4955,2.4461,2.448,-1.3032
510050.SH,华夏上证50ETF,2018/7/27,2.448,2.4632,2.4366,2.448,0
510050.SH,华夏上证50ETF,2018/7/30,2.4414,2.4813,2.4385,2.4594,0.466
510050.SH,华夏上证50ETF,2018/7/31,2.4566,2.4775,2.4461,2.467,0.3092
510050.SH,华夏上证50ETF,2018/8/1,2.4784,2.4917,2.4081,2.4119,-2.2351
510050.SH,华夏上证50ETF,2018/8/2,2.4033,2.41,2.3387,2.3615,-2.0891
510050.SH,华夏上证50ETF,2018/8/3,2.3615,2.3758,2.3349,2.3358,-1.087
510050.SH,华夏上证50ETF,2018/8/6,2.3368,2.371,2.3178,2.3339,-0.0814
510050.SH,华夏上证50ETF,2018/8/7,2.3406,2.4062,2.3339,2.4052,3.055
510050.SH,华夏上证50ETF,2018/8/8,2.4005,2.4052,2.3653,2.371,-1.4229
510050.SH,华夏上证50ETF,2018/8/9,2.3634,2.4328,2.3605,2.4252,2.2855
510050.SH,华夏上证50ETF,2018/8/10,2.4252,2.4404,2.4081,2.4252,0
510050.SH,华夏上证50ETF,2018/8/13,2.4043,2.4128,2.3672,2.4014,-0.98
510050.SH,华夏上证50ETF,2018/8/14,2.3986,2.4071,2.3786,2.3938,-0.3167
510050.SH,华夏上证50ETF,2018/8/15,2.3919,2.3919,2.3282,2.333,-2.5417
510050.SH,华夏上证50ETF,2018/8/16,2.3111,2.3586,2.2902,2.332,-0.0407
510050.SH,华夏上证50ETF,2018/8/17,2.3529,2.3558,2.295,2.3007,-1.3453
510050.SH,华夏上证50ETF,2018/8/20,2.3073,2.3387,2.2988,2.3368,1.5702
510050.SH,华夏上证50ETF,2018/8/21,2.3387,2.3862,2.3349,2.3729,1.546
510050.SH,华夏上证50ETF,2018/8/22,2.3853,2.3853,2.3605,2.3758,0.1202
510050.SH,华夏上证50ETF,2018/8/23,2.3767,2.3986,2.3596,2.3853,0.4002
510050.SH,华夏上证50ETF,2018/8/24,2.3767,2.4204,2.3625,2.3986,0.558
510050.SH,华夏上证50ETF,2018/8/27,2.409,2.4452,2.4052,2.4442,1.9025
510050.SH,华夏上证50ETF,2018/8/28,2.448,2.4556,2.4271,2.4338,-0.4278
